date,rate
2019-08-27,-0.346
2019-08-28,-0.354
2019-08-29,-0.362
2019-08-30,-0.376
2019-09-02,-0.391
2019-09-03,-0.396
2019-09-04,-0.341
2019-09-05,-0.331
2019-09-06,-0.336
2019-09-09,-0.333
2019-09-10,-0.326
2019-09-11,-0.316
2019-09-12,-0.314
2019-09-13,-0.32
2019-09-16,-0.328
2019-09-17,-0.333
2019-09-18,-0.336
2019-09-19,-0.336
2019-09-20,-0.325
2019-09-23,-0.322
2019-09-24,-0.31
2019-09-25,-0.302
2019-09-26,-0.276
2019-09-27,-0.266
2019-09-30,-0.264
2019-10-01,-0.255
2019-10-02,-0.266
2019-10-03,-0.268
2019-10-04,-0.277
2019-10-07,-0.306
2019-10-08,-0.328
2019-10-09,-0.333
2019-10-10,-0.348
2019-10-11,-0.19
2019-10-14,-0.208
2019-10-15,-0.215
2019-10-16,-0.228
2019-10-17,-0.239
2019-10-18,-0.246
2019-10-21,-0.251
2019-10-22,-0.253
2019-10-23,-0.256
2019-10-24,-0.254
2019-10-25,-0.247
2019-10-28,-0.246
2019-10-29,-0.235
2019-10-30,-0.228
2019-10-31,-0.219
2019-11-01,-0.215
2019-11-04,-0.209
2019-11-05,-0.205
2019-11-06,-0.206
2019-11-07,-0.204
2019-11-08,-0.206
2019-11-11,-0.21
2019-11-12,-0.211
2019-11-13,-0.209
2019-11-14,-0.214
2019-11-15,-0.231
2019-11-18,-0.232
2019-11-19,-0.243
2019-11-20,-0.246
2019-11-21,-0.254
2019-11-22,-0.267
2019-11-25,-0.291
2019-11-26,-0.306
2019-11-27,-0.317
2019-11-28,-0.322
2019-11-29,-0.259
2019-12-02,-0.275
2019-12-03,-0.269
2019-12-04,-0.271
2019-12-05,-0.28
2019-12-06,-0.301
2019-12-09,-0.306
2019-12-10,-0.321
2019-12-11,-0.333
2019-12-12,-0.334
2019-12-13,-0.34
2019-12-16,-0.341
2019-12-17,-0.342
2019-12-18,-0.34
2019-12-19,-0.337
2019-12-20,-0.34
2019-12-23,-0.343
2019-12-24,-0.336
2019-12-25,-0.336
2019-12-26,-0.334
2019-12-27,-0.331
2019-12-30,-0.329
2019-12-31,-0.335
2020-01-01,-0.335
2020-01-02,-0.342
2020-01-03,-0.348
2020-01-06,-0.348
2020-01-07,-0.349
2020-01-08,-0.36
2020-01-09,-0.365
2020-01-10,-0.362
2020-01-13,-0.375
2020-01-14,-0.373
2020-01-15,-0.367
2020-01-16,-0.363
2020-01-17,-0.371
2020-01-20,-0.383
2020-01-21,-0.394
2020-01-22,-0.408
2020-01-23,-0.415
2020-01-24,-0.416
2020-01-27,-0.42
2020-01-28,-0.431
2020-01-29,-0.435
2020-01-30,-0.444
2020-01-31,-0.437
2020-02-03,-0.431
2020-02-04,-0.429
2020-02-05,-0.43
2020-02-06,-0.438
2020-02-07,-0.438
2020-02-10,-0.447
2020-02-11,-0.454
2020-02-12,-0.46
2020-02-13,-0.463
2020-02-14,-0.469
2020-02-17,-0.47
2020-02-18,-0.473
2020-02-19,-0.412
2020-02-20,-0.412
2020-02-21,-0.405
2020-02-24,-0.405
2020-02-25,-0.399
2020-02-26,-0.404
2020-02-27,-0.408
2020-02-28,-0.403
2020-03-02,-0.398
2020-03-03,-0.412
2020-03-04,-0.409
2020-03-05,-0.423
2020-03-06,-0.438
2020-03-09,-0.455
2020-03-10,-0.478
2020-03-11,-0.499
2020-03-12,-0.232
2020-03-13,-0.308
2020-03-16,-0.379
2020-03-17,-0.438
2020-03-18,-0.475
2020-03-19,-0.493
2020-03-20,-0.51
2020-03-23,-0.532
2020-03-24,-0.546
2020-03-25,-0.559
2020-03-26,-0.581
2020-03-27,-0.597
2020-03-30,-0.61
2020-03-31,-0.633
2020-04-01,-0.641
2020-04-02,-0.641
2020-04-03,-0.645
2020-04-06,-0.644
2020-04-07,-0.652
2020-04-08,-0.665
2020-04-09,-0.662
2020-04-10,-0.663
2020-04-13,-0.672
2020-04-14,-0.683
2020-04-15,-0.684
2020-04-16,-0.68
2020-04-17,-0.682
2020-04-20,-0.68
2020-04-21,-0.673
2020-04-22,-0.676
2020-04-23,-0.686
2020-04-24,-0.694
2020-04-27,-0.71
2020-04-28,-0.723
2020-04-29,-0.729
2020-04-30,-0.74
2020-05-01,-0.735
2020-05-04,-0.749
2020-05-05,-0.746
2020-05-06,-0.741
2020-05-07,-0.742
2020-05-08,-0.739
2020-05-11,-0.726
2020-05-12,-0.731
2020-05-13,-0.727
2020-05-14,-0.727
2020-05-15,-0.729
2020-05-18,-0.737
2020-05-19,-0.729
2020-05-20,-0.72
2020-05-21,-0.711
2020-05-22,-0.706
2020-05-25,-0.693
2020-05-26,-0.684
2020-05-27,-0.681
2020-05-28,-0.681
2020-05-29,-0.671
2020-06-01,-0.677
2020-06-02,-0.683
2020-06-03,-0.696
2020-06-04,-0.707
2020-06-05,-0.708
2020-06-08,-0.706
2020-06-09,-0.7
2020-06-10,-0.701
2020-06-11,-0.696
2020-06-12,-0.699
2020-06-15,-0.712
2020-06-16,-0.657
2020-06-17,-0.673
2020-06-18,-0.688
2020-06-19,-0.689
2020-06-22,-0.694
2020-06-23,-0.692
2020-06-24,-0.697
2020-06-25,-0.698
2020-06-26,-0.705
2020-06-29,-0.716
2020-06-30,-0.719
2020-07-01,-0.726
2020-07-02,-0.718
2020-07-03,-0.716
2020-07-06,-0.648
2020-07-07,-0.643
2020-07-08,-0.639
2020-07-09,-0.639
2020-07-10,-0.613
2020-07-13,-0.595
2020-07-14,-0.587
2020-07-15,-0.585
2020-07-16,-0.58
2020-07-17,-0.584
2020-07-20,-0.586
2020-07-21,-0.58
2020-07-22,-0.57
2020-07-23,-0.569
2020-07-24,-0.574
2020-07-27,-0.578
2020-07-28,-0.587
2020-07-29,-0.59
2020-07-30,-0.594
2020-07-31,-0.596
2020-08-03,-0.592
2020-08-04,-0.6
2020-08-05,-0.598
2020-08-06,-0.598
2020-08-07,-0.597
2020-08-10,-0.603
2020-08-11,-0.451
2020-08-12,-0.464
2020-08-13,-0.363
2020-08-14,-0.368
2020-08-17,-0.374
2020-08-18,-0.384
2020-08-19,-0.382
2020-08-20,-0.385
2020-08-21,-0.394
2020-08-24,-0.41
2020-08-25,-0.415
2020-08-26,-0.416
2020-08-27,-0.418
2020-08-28,-0.425
2020-08-31,-0.438
2020-09-01,-0.437
2020-09-02,-0.448
2020-09-03,-0.447
2020-09-04,-0.458
2020-09-07,-0.468
2020-09-08,-0.475
2020-09-09,-0.485
2020-09-10,-0.496
2020-09-11,-0.503
2020-09-14,-0.507
2020-09-15,-0.517
2020-09-16,-0.523
2020-09-17,-0.529
2020-09-18,-0.528
2020-09-21,-0.53
2020-09-22,-0.534
2020-09-23,-0.544
2020-09-24,-0.545
2020-09-25,-0.544
2020-09-28,-0.543
2020-09-29,-0.541
2020-09-30,-0.536
2020-10-01,-0.532
2020-10-02,-0.532
2020-10-05,-0.539
2020-10-06,-0.529
2020-10-07,-0.521
2020-10-08,-0.517
2020-10-09,-0.509
2020-10-12,-0.51
2020-10-13,-0.504
2020-10-14,-0.509
2020-10-15,-0.507
2020-10-16,-0.511
2020-10-19,-0.511
2020-10-20,-0.514
2020-10-21,-0.522
2020-10-22,-0.519
2020-10-23,-0.523
2020-10-26,-0.531
2020-10-27,-0.527
2020-10-28,-0.529
2020-10-29,-0.53
2020-10-30,-0.536
2020-11-02,-0.536
2020-11-03,-0.527
2020-11-04,-0.54
2020-11-05,-0.545
2020-11-06,-0.551
2020-11-09,-0.558
2020-11-10,-0.565
2020-11-11,-0.566
2020-11-12,-0.564
2020-11-13,-0.55
2020-11-16,-0.544
2020-11-17,-0.548
2020-11-18,-0.562
2020-11-19,-0.575
2020-11-20,-0.584
2020-11-23,-0.581
2020-11-24,-0.572
2020-11-25,-0.574
2020-11-26,-0.578
2020-11-27,-0.591
2020-11-30,-0.587
2020-12-01,-0.329
2020-12-02,-0.351
2020-12-03,-0.361
2020-12-04,-0.365
2020-12-07,-0.37
2020-12-08,-0.365
2020-12-09,-0.384
2020-12-10,-0.391
2020-12-11,-0.403
2020-12-14,-0.413
2020-12-15,-0.417
2020-12-16,-0.425
2020-12-17,-0.44
2020-12-18,-0.459
2020-12-21,-0.46
2020-12-22,-0.495
2020-12-23,-0.541
2020-12-24,-0.579
2020-12-25,-0.597
2020-12-28,-0.62
2020-12-29,-0.63
2020-12-30,-0.639
2020-12-31,-0.648
2021-01-01,-0.645
2021-01-04,-0.645
2021-01-05,-0.642
2021-01-06,-0.636
2021-01-07,-0.642
2021-01-08,-0.646
2021-01-11,-0.642
2021-01-12,-0.676
2021-01-13,-0.705
2021-01-14,-0.728
2021-01-15,-0.752
2021-01-18,-0.76
2021-01-19,-0.779
2021-01-20,-0.78
2021-01-21,-0.784
2021-01-22,-0.775
2021-01-25,-0.78
2021-01-26,-0.79
2021-01-27,-0.778
2021-01-28,-0.775
2021-01-29,-0.784
2021-02-01,-0.782
2021-02-02,-0.778
2021-02-03,-0.785
2021-02-04,-0.791
2021-02-05,-0.784
2021-02-08,-0.778
2021-02-09,-0.77
2021-02-10,-0.775
2021-02-11,-0.78
2021-02-12,-0.782
2021-02-15,-0.786
2021-02-16,-0.798
2021-02-17,-0.816
2021-02-18,-0.826
2021-02-19,-0.837
2021-02-22,-0.847
2021-02-23,-0.844
2021-02-24,-0.842
2021-02-25,-0.839
2021-02-26,-0.831
2021-03-01,-0.829
2021-03-02,-0.835
2021-03-03,-0.819
2021-03-04,-0.816
2021-03-05,-0.826
2021-03-08,-0.838
2021-03-09,-0.836
2021-03-10,-0.839
2021-03-11,-0.852
2021-03-12,-0.854
2021-03-15,-0.856
2021-03-16,-0.853
2021-03-17,-0.844
2021-03-18,-0.845
2021-03-19,-0.845
2021-03-22,-0.856
2021-03-23,-0.863
2021-03-24,-0.87
2021-03-25,-0.87
2021-03-26,-0.876
2021-03-29,-0.897
2021-03-30,-0.908
2021-03-31,-0.91
2021-04-01,-0.914
2021-04-02,-0.908
2021-04-05,-0.892
2021-04-06,-0.887
2021-04-07,-0.884
2021-04-08,-0.871
2021-04-09,-0.869
2021-04-12,-0.864
2021-04-13,-0.862
2021-04-14,-0.854
2021-04-15,-0.842
2021-04-16,-0.827
2021-04-19,-0.826
2021-04-20,-0.82
2021-04-21,-0.812
2021-04-22,-0.799
2021-04-23,-0.8
2021-04-26,-0.793
2021-04-27,-0.804
2021-04-28,-0.8
2021-04-29,-0.813
2021-04-30,-0.819
2021-05-03,-0.824
2021-05-04,-0.821
2021-05-05,-0.822
2021-05-06,-0.822
2021-05-07,-0.831
2021-05-10,-0.826
2021-05-11,-0.829
2021-05-12,-0.821
2021-05-13,-0.81
2021-05-14,-0.805
2021-05-17,-0.795
2021-05-18,-0.788
2021-05-19,-0.78
2021-05-20,-0.777
2021-05-21,-0.774
2021-05-24,-0.782
2021-05-25,-0.789
2021-05-26,-0.805
2021-05-27,-0.813
2021-05-28,-0.826
2021-05-31,-0.825
2021-06-01,-0.827
2021-06-02,-0.836
2021-06-03,-0.839
2021-06-04,-0.839
2021-06-07,-0.837
2021-06-08,-0.832
2021-06-09,-0.832
2021-06-10,-0.822
2021-06-11,-0.829
2021-06-14,-0.82
2021-06-15,-0.815
2021-06-16,-0.816
2021-06-17,-0.823
2021-06-18,-0.833
2021-06-21,-0.843
2021-06-22,-0.855
2021-06-23,-0.863
2021-06-24,-0.879
2021-06-25,-0.884
2021-06-28,-0.875
2021-06-29,-0.868
2021-06-30,-0.859
2021-07-01,-0.852
2021-07-02,-0.843
2021-07-05,-0.849
2021-07-06,-0.743
2021-07-07,-0.749
2021-07-08,-0.761
2021-07-09,-0.77
2021-07-12,-0.782
2021-07-13,-0.779
2021-07-14,-0.795
2021-07-15,-0.801
2021-07-16,-0.809
2021-07-19,-0.81
2021-07-20,-0.814
2021-07-21,-0.815
2021-07-22,-0.808
2021-07-23,-0.809
2021-07-26,-0.814
2021-07-27,-0.825
2021-07-28,-0.828
2021-07-29,-0.834
2021-07-30,-0.833
2021-08-02,-0.835
2021-08-03,-0.833
2021-08-04,-0.627
2021-08-05,-0.655
2021-08-06,-0.675
2021-08-09,-0.695
2021-08-10,-0.714
2021-08-11,-0.721
2021-08-12,-0.732
2021-08-13,-0.742
2021-08-16,-0.738
2021-08-17,-0.738
2021-08-18,-0.754
2021-08-19,-0.746
2021-08-20,-0.754
2021-08-23,-0.758
2021-08-24,-0.762
2021-08-25,-0.777
2021-08-26,-0.785
2021-08-27,-0.794
2021-08-30,-0.794
2021-08-31,-0.793
2021-09-01,-0.792
2021-09-02,-0.799
2021-09-03,-0.794
2021-09-06,-0.793
2021-09-07,-0.799
2021-09-08,-0.804
2021-09-09,-0.804
2021-09-10,-0.797
2021-09-13,-0.798
2021-09-14,-0.81
2021-09-15,-0.81
2021-09-16,-0.81
2021-09-17,-0.812
2021-09-20,-0.81
2021-09-21,-0.822
2021-09-22,-0.838
2021-09-23,-0.832
2021-09-24,-0.832
2021-09-27,-0.823
2021-09-28,-0.829
2021-09-29,-0.827
2021-09-30,-0.817
2021-10-01,-0.821
2021-10-04,-0.815
2021-10-05,-0.822
2021-10-06,-0.818
2021-10-07,-0.825
2021-10-08,-0.831
2021-10-11,-0.83
2021-10-12,-0.845
2021-10-13,-0.847
2021-10-14,-0.852
2021-10-15,-0.854
2021-10-18,-0.856
2021-10-19,-0.861
2021-10-20,-0.857
2021-10-21,-0.857
2021-10-22,-0.85
2021-10-25,-0.848
2021-10-26,-0.84
2021-10-27,-0.839
2021-10-28,-0.83
2021-10-29,-0.838
2021-11-01,-0.847
2021-11-02,-0.859
2021-11-03,-0.863
2021-11-04,-0.859
2021-11-05,-0.864
2021-11-08,-0.864
2021-11-09,-0.873
2021-11-10,-0.873
2021-11-11,-0.861
2021-11-12,-0.854
2021-11-15,-0.853
2021-11-16,-0.846
2021-11-17,-0.834
2021-11-18,-0.833
2021-11-19,-0.836
2021-11-22,-0.847
2021-11-23,-0.86
2021-11-24,-0.867
2021-11-25,-0.863
2021-11-26,-0.866
2021-11-29,-0.88
2021-11-30,-0.874
2021-12-01,-0.885
2021-12-02,-0.88
2021-12-03,-0.879
2021-12-06,-0.884
2021-12-07,-0.884
2021-12-08,-0.883
2021-12-09,-0.877
2021-12-10,-0.872
2021-12-13,-0.872
2021-12-14,-0.879
2021-12-15,-0.883
2021-12-16,-0.876
2021-12-17,-0.869
2021-12-20,-0.864
2021-12-21,-0.855
2021-12-22,-0.85
2021-12-23,-0.846
2021-12-24,-0.848
2021-12-27,-0.852
2021-12-28,-0.848
2021-12-29,-0.848
2021-12-30,-0.859
2021-12-31,-0.857
2022-01-03,-0.851
2022-01-04,-0.85
2022-01-05,-0.858
2022-01-06,-0.861
2022-01-07,-0.863
2022-01-10,-0.872
2022-01-11,-0.88
2022-01-12,-0.883
2022-01-13,-0.884
2022-01-14,-0.871
2022-01-17,-0.869
2022-01-18,-0.864
2022-01-19,-0.858
2022-01-20,-0.853
2022-01-21,-0.849
2022-01-24,-0.848
2022-01-25,-0.845
2022-01-26,-0.84
2022-01-27,-0.845
2022-01-28,-0.854
2022-01-31,-0.855
2022-02-01,-0.859
2022-02-02,-0.851
2022-02-03,-0.845
2022-02-04,-0.843
2022-02-07,-0.841
2022-02-08,-0.844
2022-02-09,-0.834
2022-02-10,-0.829
2022-02-11,-0.836
2022-02-14,-0.83
2022-02-15,-0.822
2022-02-16,-0.82
2022-02-17,-0.812
2022-02-18,-0.78
2022-02-21,-0.76
2022-02-22,-0.754
2022-02-23,-0.76
2022-02-24,-0.757
2022-02-25,-0.76
2022-02-28,-0.758
2022-03-01,-0.758
2022-03-02,-0.73
2022-03-03,-0.699
2022-03-04,-0.679
2022-03-07,-0.659
2022-03-08,-0.643
2022-03-09,-0.649
2022-03-10,-0.657
2022-03-11,-0.66
2022-03-14,-0.659
2022-03-15,-0.662
2022-03-16,-0.65
2022-03-17,-0.644
2022-03-18,-0.632
2022-03-21,-0.614
2022-03-22,-0.614
2022-03-23,-0.609
2022-03-24,-0.594
2022-03-25,-0.591
2022-03-28,-0.591
2022-03-29,-0.595
2022-03-30,-0.588
2022-03-31,-0.587
2022-04-01,-0.585
2022-04-04,-0.583
2022-04-05,-0.574
2022-04-06,-0.565
2022-04-07,-0.563
2022-04-08,-0.567
2022-04-11,-0.555
2022-04-12,-0.554
2022-04-13,-0.547
2022-04-14,-0.538
2022-04-15,-0.543
2022-04-18,-0.547
2022-04-19,-0.562
2022-04-20,-0.561
2022-04-21,-0.569
2022-04-22,-0.566
2022-04-25,-0.563
2022-04-26,-0.569
2022-04-27,-0.571
2022-04-28,-0.565
2022-04-29,-0.56
2022-05-02,-0.556
2022-05-03,-0.55
2022-05-04,-0.542
2022-05-05,-0.536
2022-05-06,-0.541
2022-05-09,-0.532
2022-05-10,-0.526
2022-05-11,-0.529
2022-05-12,-0.518
2022-05-13,-0.506
2022-05-16,-0.53
2022-05-17,-0.547
2022-05-18,-0.562
2022-05-19,-0.568
2022-05-20,-0.558
2022-05-23,-0.561
2022-05-24,-0.553
2022-05-25,-0.564
2022-05-26,-0.568
2022-05-27,-0.57
2022-05-30,-0.574
2022-05-31,-0.57
2022-06-01,-0.567
2022-06-02,-0.57
2022-06-03,-0.56
2022-06-06,-0.541
2022-06-07,-0.525
2022-06-08,-0.509
2022-06-09,-0.49
2022-06-10,-0.485
2022-06-13,-0.476
2022-06-14,-0.451
2022-06-15,-0.433
2022-06-16,-0.409
2022-06-17,-0.393
2022-06-20,-0.364
2022-06-21,-0.335
2022-06-22,-0.312
2022-06-23,-0.275
2022-06-24,-0.244
2022-06-27,-0.223
2022-06-28,-0.2
2022-06-29,-0.191
2022-06-30,-0.159
2022-07-01,-0.149
2022-07-04,-0.115
2022-07-05,-0.095
2022-07-06,-0.08
2022-07-07,-0.062
2022-07-08,-0.051
2022-07-11,-0.05
2022-07-12,-0.054
2022-07-13,-0.067
2022-07-14,-0.073
2022-07-15,-0.068
2022-07-18,-0.055
2022-07-19,-0.046
2022-07-20,-0.03
2022-07-21,-0.021
2022-07-22,-0.021
2022-07-25,-0.005
2022-07-26,0.011
2022-07-27,0.028
2022-07-28,0.026
2022-07-29,0.033
2022-08-01,0.041
2022-08-02,0.047
2022-08-03,0.068
2022-08-04,0.081
2022-08-05,0.101
2022-08-08,0.127
2022-08-09,0.151
2022-08-10,0.173
2022-08-11,0.196
2022-08-12,0.214
2022-08-15,0.242
2022-08-16,0.276
2022-08-17,0.307
2022-08-18,0.327
2022-08-19,0.348
2022-08-22,0.373
2022-08-23,0.401
2022-08-24,0.431
2022-08-25,0.448
2022-08-26,0.466
2022-08-29,0.488
2022-08-30,0.51
2022-08-31,0.536
2022-09-01,0.557
2022-09-02,0.563
2022-09-05,0.582
2022-09-06,0.59
2022-09-07,0.594
2022-09-08,0.607
2022-09-09,0.625
2022-09-12,0.657
2022-09-13,0.675
2022-09-14,0.687
2022-09-15,0.696
2022-09-16,0.703
2022-09-19,0.721
2022-09-20,0.728
2022-09-21,0.731
2022-09-22,0.749
2022-09-23,0.759
2022-09-26,0.771
2022-09-27,0.788
2022-09-28,0.95
2022-09-29,0.952
2022-09-30,0.943
2022-10-03,0.944
2022-10-04,0.948
2022-10-05,0.953
2022-10-06,0.963
2022-10-07,0.959
2022-10-10,0.971
2022-10-11,0.972
2022-10-12,0.977
2022-10-13,0.979
2022-10-14,0.979
2022-10-17,0.992
2022-10-18,1.01
2022-10-19,1.028
2022-10-20,1.038
2022-10-21,1.038
2022-10-24,1.056
2022-10-25,1.065
2022-10-26,1.079
2022-10-27,1.096
2022-10-28,1.111
2022-10-31,1.147
2022-11-01,1.167
2022-11-02,1.184
2022-11-03,1.206
2022-11-04,1.216
2022-11-07,1.247
2022-11-08,1.267
2022-11-09,1.288
2022-11-10,1.301
2022-11-11,1.315
2022-11-14,1.328
2022-11-15,1.342
2022-11-16,1.353
2022-11-17,1.35
2022-11-18,1.362
2022-11-21,1.374
2022-11-22,1.388
2022-11-23,1.402
2022-11-24,1.418
2022-11-25,1.435
2022-11-28,1.451
2022-11-29,1.599
2022-11-30,1.614
2022-12-01,1.626
2022-12-02,1.64
2022-12-05,1.655
2022-12-06,1.663
2022-12-07,1.671
2022-12-08,1.685
2022-12-09,1.818
2022-12-12,1.815
2022-12-13,1.809
2022-12-14,1.802
2022-12-15,1.8
2022-12-16,1.798
2022-12-19,1.808
2022-12-20,1.813
2022-12-21,1.823
2022-12-22,1.831
2022-12-23,1.832
2022-12-26,1.841
2022-12-27,1.85
2022-12-28,1.861
2022-12-29,1.887
2022-12-30,1.908
2023-01-02,1.915
2023-01-03,1.927
2023-01-04,1.931
2023-01-05,1.934
2023-01-06,1.942
2023-01-09,1.951
2023-01-10,1.962
2023-01-11,1.969
2023-01-12,1.975
2023-01-13,1.98
2023-01-16,1.984
2023-01-17,1.985
2023-01-18,1.999
2023-01-19,2.007
2023-01-20,2.005
2023-01-23,2.023
2023-01-24,2.023
2023-01-25,2.029
2023-01-26,2.045
2023-01-27,2.055
2023-01-30,2.071
2023-01-31,2.069
2023-02-01,2.081
2023-02-02,2.092
2023-02-03,2.112
2023-02-06,2.139
2023-02-07,2.163
2023-02-08,2.188
2023-02-09,2.203
2023-02-10,2.221
2023-02-13,2.236
2023-02-14,2.246
2023-02-15,2.251
2023-02-16,2.244
2023-02-17,2.244
2023-02-20,2.254
2023-02-21,2.268
2023-02-22,2.276
2023-02-23,2.291
2023-02-24,2.304
2023-02-27,2.319
2023-02-28,2.342
2023-03-01,2.354
2023-03-02,2.372
2023-03-03,2.38
2023-03-06,2.395
2023-03-07,2.404
2023-03-08,2.407
2023-03-09,2.408
2023-03-10,2.417
2023-03-13,2.666
2023-03-14,2.599
2023-03-15,2.541
2023-03-16,2.502
2023-03-17,2.476
2023-03-20,2.461
2023-03-21,2.444
2023-03-22,2.416
2023-03-23,2.402
2023-03-24,2.388
2023-03-27,2.38
2023-03-28,2.374
2023-03-29,2.373
2023-03-30,2.37
2023-03-31,2.362
2023-04-03,2.357
2023-04-04,2.35
2023-04-05,2.677
2023-04-06,2.635
2023-04-07,2.616
2023-04-10,2.602
2023-04-11,2.583
2023-04-12,2.568
2023-04-13,2.568
2023-04-14,2.565
2023-04-17,2.568
2023-04-18,2.575
2023-04-19,2.579
2023-04-20,2.582
2023-04-21,2.588
2023-04-24,2.604
2023-04-25,2.61
2023-04-26,2.614
2023-04-27,2.612
2023-04-28,2.609
2023-05-01,2.618
2023-05-02,2.633
2023-05-03,2.634
2023-05-04,2.636
2023-05-05,2.639
2023-05-08,2.645
2023-05-09,2.657
2023-05-10,2.665
2023-05-11,2.673
2023-05-12,2.672
2023-05-15,2.674
2023-05-16,2.684
2023-05-17,2.684
2023-05-18,2.691
2023-05-19,2.719
2023-05-22,2.739
2023-05-23,2.759
2023-05-24,2.771
2023-05-25,2.775
2023-05-26,2.771
2023-05-29,2.775
2023-05-30,2.785
2023-05-31,2.797
2023-06-01,2.797
2023-06-02,2.809
2023-06-05,2.813
2023-06-06,2.82
2023-06-07,2.828
2023-06-08,2.832
2023-06-09,2.842
2023-06-12,2.854
2023-06-13,2.863
2023-06-14,2.87
2023-06-15,3.109
2023-06-16,3.099
2023-06-19,3.097
2023-06-20,3.1
2023-06-21,3.093
2023-06-22,3.091
2023-06-23,3.101
2023-06-26,3.104
2023-06-27,3.107
2023-06-28,3.119
2023-06-29,3.139
2023-06-30,3.151
2023-07-03,3.164
2023-07-04,3.177
2023-07-05,3.185
2023-07-06,3.189
2023-07-07,3.192
2023-07-10,3.187
2023-07-11,3.192
2023-07-12,3.203
2023-07-13,3.215
2023-07-14,3.225
2023-07-17,3.241
2023-07-18,3.258
2023-07-19,3.263
2023-07-20,3.263
