date,rate
2020-01-02,-0.4718
2020-01-03,-0.4563
2020-01-06,-0.4541
2020-01-07,-0.4602
2020-01-08,-0.4957
2020-01-09,-0.4915
2020-01-10,-0.4881
2020-01-13,-0.4896
2020-01-14,-0.4769
2020-01-15,-0.4671
2020-01-16,-0.4712
2020-01-17,-0.5144
2020-01-20,-0.5315
2020-01-21,-0.5338
2020-01-22,-0.5579
2020-01-23,-0.5422
2020-01-24,-0.5468
2020-01-27,-0.5307
2020-01-28,-0.5624
2020-01-29,-0.5496
2020-01-30,-0.5731
2020-01-31,-0.5488
2020-02-03,-0.5127
2020-02-04,-0.5457
2020-02-05,-0.5578
2020-02-06,-0.5697
2020-02-07,-0.5413
2020-02-10,-0.5655
2020-02-11,-0.5714
2020-02-12,-0.5615
2020-02-13,-0.5824
2020-02-14,-0.5776
2020-02-17,-0.5738
2020-02-18,-0.5806
2020-02-19,-0.5783
2020-02-20,-0.5535
2020-02-21,-0.5274
2020-02-24,-0.5341
2020-02-25,-0.5169
2020-02-26,-0.5454
2020-02-27,-0.5434
2020-02-28,-0.5373
2020-03-02,-0.5204
2020-03-03,-0.5575
2020-03-04,-0.5354
2020-03-05,-0.5563
2020-03-06,-0.5901
2020-03-09,-0.608
2020-03-10,-0.6408
2020-03-11,-0.6556
2020-03-12,-0.7409
2020-03-13,-0.8126
2020-03-16,-0.8579
2020-03-17,-0.8649
2020-03-18,-0.8536
2020-03-19,-0.8144
2020-03-20,-0.7973
2020-03-23,-0.8205
2020-03-24,-0.802
2020-03-25,-0.7903
2020-03-26,-0.8139
2020-03-27,-0.8079
2020-03-30,-0.8213
2020-03-31,-0.8407
2020-04-01,-0.8075
2020-04-02,-0.8135
2020-04-03,-0.7925
2020-04-06,-0.7831
2020-04-07,-0.7992
2020-04-08,-0.7955
2020-04-09,-0.7999
2020-04-10,-0.7861
2020-04-13,-0.8027
2020-04-14,-0.8295
2020-04-15,-0.7975
2020-04-16,-0.7866
2020-04-17,-0.7753
2020-04-20,-0.7518
2020-04-21,-0.7536
2020-04-22,-0.7734
2020-04-23,-0.7982
2020-04-24,-0.814
2020-04-27,-0.8336
2020-04-28,-0.8537
2020-04-29,-0.8447
2020-04-30,-0.8397
2020-05-01,-0.819
2020-05-04,-0.8419
2020-05-05,-0.8106
2020-05-06,-0.8226
2020-05-07,-0.8249
2020-05-08,-0.8197
2020-05-11,-0.7882
2020-05-12,-0.7922
2020-05-13,-0.7907
2020-05-14,-0.8009
2020-05-15,-0.805
2020-05-18,-0.7948
2020-05-19,-0.7735
2020-05-20,-0.7743
2020-05-21,-0.7683
2020-05-22,-0.7522
2020-05-25,-0.7227
2020-05-26,-0.7214
2020-05-27,-0.7282
2020-05-28,-0.7222
2020-05-29,-0.7069
2020-06-01,-0.7487
2020-06-02,-0.7446
2020-06-03,-0.7699
2020-06-04,-0.7881
2020-06-05,-0.7589
2020-06-08,-0.7533
2020-06-09,-0.7454
2020-06-10,-0.7441
2020-06-11,-0.7436
2020-06-12,-0.7494
2020-06-15,-0.7814
2020-06-16,-0.7881
2020-06-17,-0.7929
2020-06-18,-0.8022
2020-06-19,-0.7945
2020-06-22,-0.7833
2020-06-23,-0.7927
2020-06-24,-0.7798
2020-06-25,-0.7964
2020-06-26,-0.7981
2020-06-29,-0.8094
2020-06-30,-0.8095
2020-07-01,-0.8051
2020-07-02,-0.773
2020-07-03,-0.7478
2020-07-06,-0.7483
2020-07-07,-0.7361
2020-07-08,-0.7353
2020-07-09,-0.7372
2020-07-10,-0.6621
2020-07-13,-0.6431
2020-07-14,-0.6574
2020-07-15,-0.6681
2020-07-16,-0.6599
2020-07-17,-0.6737
2020-07-20,-0.6655
2020-07-21,-0.6522
2020-07-22,-0.6417
2020-07-23,-0.653
2020-07-24,-0.6738
2020-07-27,-0.6679
2020-07-28,-0.6721
2020-07-29,-0.6795
2020-07-30,-0.682
2020-07-31,-0.6703
2020-08-03,-0.6889
2020-08-04,-0.7069
2020-08-05,-0.6995
2020-08-06,-0.6831
2020-08-07,-0.6881
2020-08-10,-0.6832
2020-08-11,-0.6757
2020-08-12,-0.685
2020-08-13,-0.6907
2020-08-14,-0.6564
2020-08-17,-0.6471
2020-08-18,-0.6405
2020-08-19,-0.6328
2020-08-20,-0.6028
2020-08-21,-0.6309
2020-08-24,-0.6358
2020-08-25,-0.6149
2020-08-26,-0.6254
2020-08-27,-0.6214
2020-08-28,-0.625
2020-08-31,-0.6375
2020-09-01,-0.6168
2020-09-02,-0.6201
2020-09-03,-0.6027
2020-09-04,-0.6194
2020-09-07,-0.6516
2020-09-08,-0.6482
2020-09-09,-0.6552
2020-09-10,-0.6503
2020-09-11,-0.6613
2020-09-14,-0.6574
2020-09-15,-0.6456
2020-09-16,-0.6567
2020-09-17,-0.663
2020-09-18,-0.6491
2020-09-21,-0.6536
2020-09-22,-0.6383
2020-09-23,-0.688
2020-09-24,-0.6606
2020-09-25,-0.656
2020-09-28,-0.6485
2020-09-29,-0.6631
2020-09-30,-0.6172
2020-10-01,-0.6409
2020-10-02,-0.6379
2020-10-05,-0.6576
2020-10-06,-0.6191
2020-10-07,-0.6092
2020-10-08,-0.6069
2020-10-09,-0.6234
2020-10-12,-0.6215
2020-10-13,-0.6109
2020-10-14,-0.6059
2020-10-15,-0.6155
2020-10-16,-0.6326
2020-10-19,-0.6407
2020-10-20,-0.6319
2020-10-21,-0.6388
2020-10-22,-0.637
2020-10-23,-0.6526
2020-10-26,-0.6725
2020-10-27,-0.6342
2020-10-28,-0.6255
2020-10-29,-0.6449
2020-10-30,-0.6338
2020-11-02,-0.6167
2020-11-03,-0.6089
2020-11-04,-0.6348
2020-11-05,-0.6255
2020-11-06,-0.6485
2020-11-09,-0.6586
2020-11-10,-0.6337
2020-11-11,-0.6577
2020-11-12,-0.6308
2020-11-13,-0.6292
2020-11-16,-0.5975
2020-11-17,-0.6357
2020-11-18,-0.6787
2020-11-19,-0.6814
2020-11-20,-0.6835
2020-11-23,-0.6525
2020-11-24,-0.6491
2020-11-25,-0.6519
2020-11-26,-0.6669
2020-11-27,-0.686
2020-11-30,-0.6802
2020-12-01,-0.6569
2020-12-02,-0.6597
2020-12-03,-0.6412
2020-12-04,-0.6296
2020-12-07,-0.6083
2020-12-08,-0.6194
2020-12-09,-0.642
2020-12-10,-0.6261
2020-12-11,-0.6402
2020-12-14,-0.6356
2020-12-15,-0.6233
2020-12-16,-0.6314
2020-12-17,-0.6418
2020-12-18,-0.6727
2020-12-21,-0.6521
2020-12-22,-0.7485
2020-12-23,-0.8314
2020-12-24,-0.833
2020-12-25,-0.8051
2020-12-28,-0.8219
2020-12-29,-0.801
2020-12-30,-0.8108
2020-12-31,-0.7888
2021-01-01,-0.7704
2021-01-04,-0.7427
2021-01-05,-0.7569
2021-01-06,-0.7584
2021-01-07,-0.7752
2021-01-08,-0.7612
2021-01-11,-0.7387
2021-01-12,-0.8842
2021-01-13,-0.8949
2021-01-14,-0.8831
2021-01-15,-0.9047
2021-01-18,-0.912
2021-01-19,-0.9308
2021-01-20,-0.894
2021-01-21,-0.8838
2021-01-22,-0.8785
2021-01-25,-0.8993
2021-01-26,-0.9206
2021-01-27,-0.8653
2021-01-28,-0.8836
2021-01-29,-0.8989
2021-02-01,-0.8745
2021-02-02,-0.8642
2021-02-03,-0.8966
2021-02-04,-0.8845
2021-02-05,-0.8683
2021-02-08,-0.8451
2021-02-09,-0.8401
2021-02-10,-0.8696
2021-02-11,-0.8879
2021-02-12,-0.867
2021-02-15,-0.8758
2021-02-16,-0.9096
2021-02-17,-0.9201
2021-02-18,-0.9262
2021-02-19,-0.9516
2021-02-22,-0.9245
2021-02-23,-0.9129
2021-02-24,-0.9081
2021-02-25,-0.9156
2021-02-26,-0.9004
2021-03-01,-0.9019
2021-03-02,-0.9114
2021-03-03,-0.8821
2021-03-04,-0.9123
2021-03-05,-0.9544
2021-03-08,-0.9365
2021-03-09,-0.92
2021-03-10,-0.9339
2021-03-11,-0.9457
2021-03-12,-0.9466
2021-03-15,-0.9434
2021-03-16,-0.9285
2021-03-17,-0.9275
2021-03-18,-0.9253
2021-03-19,-0.9277
2021-03-22,-0.9593
2021-03-23,-0.9751
2021-03-24,-0.9626
2021-03-25,-0.9598
2021-03-26,-0.994
2021-03-29,-1.0192
2021-03-30,-0.9966
2021-03-31,-0.9822
2021-04-01,-0.9796
2021-04-02,-0.9595
2021-04-05,-0.9186
2021-04-06,-0.9383
2021-04-07,-0.9329
2021-04-08,-0.9205
2021-04-09,-0.9159
2021-04-12,-0.9294
2021-04-13,-0.9222
2021-04-14,-0.9133
2021-04-15,-0.9019
2021-04-16,-0.8839
2021-04-19,-0.8743
2021-04-20,-0.8829
2021-04-21,-0.8658
2021-04-22,-0.8502
2021-04-23,-0.8708
2021-04-26,-0.8625
2021-04-27,-0.9016
2021-04-28,-0.8857
2021-04-29,-0.9039
2021-04-30,-0.8995
2021-05-03,-0.9079
2021-05-04,-0.9052
2021-05-05,-0.9013
2021-05-06,-0.9026
2021-05-07,-0.9038
2021-05-10,-0.8835
2021-05-11,-0.8981
2021-05-12,-0.8621
2021-05-13,-0.8373
2021-05-14,-0.8405
2021-05-17,-0.8234
2021-05-18,-0.8193
2021-05-19,-0.8195
2021-05-20,-0.8355
2021-05-21,-0.8215
2021-05-24,-0.8612
2021-05-25,-0.8801
2021-05-26,-0.9113
2021-05-27,-0.8982
2021-05-28,-0.8941
2021-05-31,-0.8761
2021-06-01,-0.8925
2021-06-02,-0.9045
2021-06-03,-0.9167
2021-06-04,-0.8993
2021-06-07,-0.8923
2021-06-08,-0.8645
2021-06-09,-0.8925
2021-06-10,-0.8716
2021-06-11,-0.878
2021-06-14,-0.8778
2021-06-15,-0.8793
2021-06-16,-0.8925
2021-06-17,-0.9088
2021-06-18,-0.9259
2021-06-21,-0.9498
2021-06-22,-0.946
2021-06-23,-0.9633
2021-06-24,-0.984
2021-06-25,-0.9624
2021-06-28,-0.92
2021-06-29,-0.9004
2021-06-30,-0.8923
2021-07-01,-0.8838
2021-07-02,-0.8891
2021-07-05,-0.9093
2021-07-06,-0.9094
2021-07-07,-0.9063
2021-07-08,-0.9215
2021-07-09,-0.9307
2021-07-12,-0.925
2021-07-13,-0.9203
2021-07-14,-0.9248
2021-07-15,-0.9318
2021-07-16,-0.9323
2021-07-19,-0.9446
2021-07-20,-0.9484
2021-07-21,-0.9294
2021-07-22,-0.9038
2021-07-23,-0.9208
2021-07-26,-0.9372
2021-07-27,-0.9548
2021-07-28,-0.9361
2021-07-29,-0.9365
2021-07-30,-0.9344
2021-08-02,-0.9283
2021-08-03,-0.9445
2021-08-04,-0.9319
2021-08-05,-0.9392
2021-08-06,-0.9263
2021-08-09,-0.9096
2021-08-10,-0.9339
2021-08-11,-0.9116
2021-08-12,-0.9075
2021-08-13,-0.9002
2021-08-16,-0.875
2021-08-17,-0.8628
2021-08-18,-0.8892
2021-08-19,-0.8504
2021-08-20,-0.8576
2021-08-23,-0.8682
2021-08-24,-0.872
2021-08-25,-0.9057
2021-08-26,-0.896
2021-08-27,-0.9086
2021-08-30,-0.8862
2021-08-31,-0.8814
2021-09-01,-0.8676
2021-09-02,-0.874
2021-09-03,-0.8684
2021-09-06,-0.8684
2021-09-07,-0.8864
2021-09-08,-0.8923
2021-09-09,-0.8735
2021-09-10,-0.8598
2021-09-13,-0.8703
2021-09-14,-0.9286
2021-09-15,-0.9001
2021-09-16,-0.9107
2021-09-17,-0.8906
2021-09-20,-0.8862
2021-09-21,-0.91
2021-09-22,-0.9384
2021-09-23,-0.9074
2021-09-24,-0.9032
2021-09-27,-0.8987
2021-09-28,-0.9092
2021-09-29,-0.8995
2021-09-30,-0.8732
2021-10-01,-0.8808
2021-10-04,-0.8919
2021-10-05,-0.9089
2021-10-06,-0.8925
2021-10-07,-0.9107
2021-10-08,-0.9037
2021-10-11,-0.9185
2021-10-12,-0.9301
2021-10-13,-0.9264
2021-10-14,-0.9293
2021-10-15,-0.9383
2021-10-18,-0.9591
2021-10-19,-0.9473
2021-10-20,-0.9261
2021-10-21,-0.9193
2021-10-22,-0.8981
2021-10-25,-0.9125
2021-10-26,-0.8956
2021-10-27,-0.8966
2021-10-28,-0.873
2021-10-29,-0.9254
2021-11-01,-0.9318
2021-11-02,-0.9473
2021-11-03,-0.9389
2021-11-04,-0.9217
2021-11-05,-0.9343
2021-11-08,-0.9199
2021-11-09,-0.9403
2021-11-10,-0.9278
2021-11-11,-0.8983
2021-11-12,-0.8942
2021-11-15,-0.9041
2021-11-16,-0.889
2021-11-17,-0.8755
2021-11-18,-0.901
2021-11-19,-0.9002
2021-11-22,-0.9502
2021-11-23,-0.9627
2021-11-24,-0.9569
2021-11-25,-0.9268
2021-11-26,-0.927
2021-11-29,-0.955
2021-11-30,-0.9274
2021-12-01,-0.9389
2021-12-02,-0.9219
2021-12-03,-0.9311
2021-12-06,-0.9577
2021-12-07,-0.934
2021-12-08,-0.9388
2021-12-09,-0.9047
2021-12-10,-0.9215
2021-12-13,-0.9401
2021-12-14,-0.9321
2021-12-15,-0.9334
2021-12-16,-0.918
2021-12-17,-0.9014
2021-12-20,-0.8846
2021-12-21,-0.8985
2021-12-22,-0.8911
2021-12-23,-0.8938
2021-12-24,-0.9277
2021-12-27,-0.9025
2021-12-28,-0.9021
2021-12-29,-0.922
2021-12-30,-0.9308
2021-12-31,-0.9088
2022-01-03,-0.8996
2022-01-04,-0.9059
2022-01-05,-0.9205
2022-01-06,-0.9273
2022-01-07,-0.9387
2022-01-10,-0.9525
2022-01-11,-0.9603
2022-01-12,-0.9398
2022-01-13,-0.9363
2022-01-14,-0.8887
2022-01-17,-0.8984
2022-01-18,-0.8981
2022-01-19,-0.9034
2022-01-20,-0.8837
2022-01-21,-0.9032
2022-01-24,-0.8884
2022-01-25,-0.8786
2022-01-26,-0.871
2022-01-27,-0.8969
2022-01-28,-0.9063
2022-01-31,-0.9073
2022-02-01,-0.8873
2022-02-02,-0.8669
2022-02-03,-0.8669
2022-02-04,-0.8585
2022-02-07,-0.8611
2022-02-08,-0.8594
2022-02-09,-0.8654
2022-02-10,-0.8672
2022-02-11,-0.8752
2022-02-14,-0.8501
2022-02-15,-0.8502
2022-02-16,-0.8587
2022-02-17,-0.812
2022-02-18,-0.7742
2022-02-21,-0.761
2022-02-22,-0.7856
2022-02-23,-0.8193
2022-02-24,-0.7986
2022-02-25,-0.8174
2022-02-28,-0.8101
2022-03-01,-0.8058
2022-03-02,-0.6876
2022-03-03,-0.6599
2022-03-04,-0.6684
2022-03-07,-0.6795
2022-03-08,-0.6621
2022-03-09,-0.7199
2022-03-10,-0.7352
2022-03-11,-0.7252
2022-03-14,-0.7192
2022-03-15,-0.7161
2022-03-16,-0.6919
2022-03-17,-0.6728
2022-03-18,-0.6725
2022-03-21,-0.6488
2022-03-22,-0.657
2022-03-23,-0.6465
2022-03-24,-0.6277
2022-03-25,-0.6371
2022-03-28,-0.6437
2022-03-29,-0.6469
2022-03-30,-0.6337
2022-03-31,-0.659
2022-04-01,-0.6459
2022-04-04,-0.6447
2022-04-05,-0.626
2022-04-06,-0.6249
2022-04-07,-0.6247
2022-04-08,-0.6339
2022-04-11,-0.593
2022-04-12,-0.6216
2022-04-13,-0.618
2022-04-14,-0.6078
2022-04-15,-0.6301
2022-04-18,-0.6391
2022-04-19,-0.6615
2022-04-20,-0.6472
2022-04-21,-0.6651
2022-04-22,-0.6351
2022-04-25,-0.6339
2022-04-26,-0.6582
2022-04-27,-0.6478
2022-04-28,-0.635
2022-04-29,-0.6357
2022-05-02,-0.6216
2022-05-03,-0.5999
2022-05-04,-0.6068
2022-05-05,-0.6181
2022-05-06,-0.6087
2022-05-09,-0.6003
2022-05-10,-0.5915
2022-05-11,-0.6103
2022-05-12,-0.5767
2022-05-13,-0.5605
2022-05-16,-0.6507
2022-05-17,-0.6597
2022-05-18,-0.6622
2022-05-19,-0.6382
2022-05-20,-0.6079
2022-05-23,-0.6133
2022-05-24,-0.605
2022-05-25,-0.6379
2022-05-26,-0.6419
2022-05-27,-0.6427
2022-05-30,-0.633
2022-05-31,-0.6124
2022-06-01,-0.607
2022-06-02,-0.5943
2022-06-03,-0.5836
2022-06-06,-0.5485
2022-06-07,-0.5145
2022-06-08,-0.5089
2022-06-09,-0.4851
2022-06-10,-0.5129
2022-06-13,-0.4694
2022-06-14,-0.4285
2022-06-15,-0.4155
2022-06-16,-0.3998
2022-06-17,-0.3714
2022-06-20,-0.3257
2022-06-21,-0.2992
2022-06-22,-0.2806
2022-06-23,-0.2301
2022-06-24,-0.2293
2022-06-27,-0.2126
2022-06-28,-0.2236
2022-06-29,-0.207
2022-06-30,-0.1493
2022-07-01,-0.1622
2022-07-04,-0.1
2022-07-05,-0.1089
2022-07-06,-0.0803
2022-07-07,-0.0758
2022-07-08,-0.0836
2022-07-11,-0.1022
2022-07-12,-0.1237
2022-07-13,-0.1686
2022-07-14,-0.1472
2022-07-15,-0.1105
2022-07-18,-0.0981
2022-07-19,-0.0709
2022-07-20,-0.0696
2022-07-21,-0.0758
2022-07-22,-0.0844
2022-07-25,-0.0297
2022-07-26,-0.0201
2022-07-27,-0.0148
2022-07-28,-0.0353
2022-07-29,-0.0076
2022-08-01,-0.0115
2022-08-02,0.0289
2022-08-03,0.051
2022-08-04,0.0765
2022-08-05,0.0901
2022-08-08,0.1303
2022-08-09,0.1497
2022-08-10,0.1729
2022-08-11,0.1786
2022-08-12,0.2122
2022-08-15,0.2766
2022-08-16,0.3069
2022-08-17,0.3522
2022-08-18,0.3376
2022-08-19,0.3462
2022-08-22,0.3713
2022-08-23,0.4147
2022-08-24,0.4613
2022-08-25,0.4526
2022-08-26,0.4549
2022-08-29,0.4772
2022-08-30,0.5026
2022-08-31,0.5189
2022-09-01,0.53
2022-09-02,0.5014
2022-09-05,0.5349
2022-09-06,0.5395
2022-09-07,0.5301
2022-09-08,0.5673
2022-09-09,0.5866
2022-09-12,0.6638
2022-09-13,0.6472
2022-09-14,0.6441
2022-09-15,0.633
2022-09-16,0.6442
2022-09-19,0.6795
2022-09-20,0.6601
2022-09-21,0.6899
2022-09-22,0.7043
2022-09-23,0.7037
2022-09-26,0.7373
2022-09-27,0.7697
2022-09-28,0.7492
2022-09-29,0.7514
2022-09-30,0.7512
2022-10-03,0.8222
2022-10-04,0.7973
2022-10-05,0.8149
2022-10-06,0.8176
2022-10-07,0.8064
2022-10-10,0.8627
2022-10-11,0.8763
2022-10-12,0.8591
2022-10-13,0.8622
2022-10-14,0.8698
2022-10-17,0.9231
2022-10-18,0.9434
2022-10-19,0.9641
2022-10-20,0.9574
2022-10-21,0.9515
2022-10-24,1.0149
2022-10-25,1.0008
2022-10-26,1.0298
2022-10-27,1.0451
2022-10-28,1.0765
2022-10-31,1.1347
2022-11-01,1.1221
2022-11-02,1.1554
2022-11-03,1.1755
2022-11-04,1.1784
2022-11-07,1.246
2022-11-08,1.2558
2022-11-09,1.2715
2022-11-10,1.2675
2022-11-11,1.2766
2022-11-14,1.3129
2022-11-15,1.3093
2022-11-16,1.3101
2022-11-17,1.292
2022-11-18,1.3055
2022-11-21,1.3371
2022-11-22,1.3379
2022-11-23,1.3582
2022-11-24,1.3894
2022-11-25,1.4111
2022-11-28,1.4408
2022-11-29,1.445
2022-11-30,1.4939
2022-12-01,1.4848
2022-12-02,1.5059
2022-12-05,1.5503
2022-12-06,1.5423
2022-12-07,1.5676
2022-12-08,1.5977
2022-12-09,1.5949
2022-12-12,1.6044
2022-12-13,1.611
2022-12-14,1.5995
2022-12-15,1.622
2022-12-16,1.6251
2022-12-19,1.6653
2022-12-20,1.6761
2022-12-21,1.6979
2022-12-22,1.6932
2022-12-23,1.7258
2022-12-26,1.7507
2022-12-27,1.7706
2022-12-28,1.795
2022-12-29,1.8296
2022-12-30,1.8573
2023-01-02,1.8268
2023-01-03,1.8423
2023-01-04,1.8436
2023-01-05,1.8594
2023-01-06,1.8834
2023-01-09,1.9156
2023-01-10,1.8938
2023-01-11,1.897
2023-01-12,1.9341
2023-01-13,1.9117
2023-01-16,1.9105
2023-01-17,1.9032
2023-01-18,1.9273
2023-01-19,1.956
2023-01-20,1.9421
2023-01-23,1.9889
2023-01-24,1.9769
2023-01-25,1.9883
2023-01-26,1.997
2023-01-27,2.0084
2023-01-30,2.033
2023-01-31,2.0207
2023-02-01,2.0445
2023-02-02,2.0678
2023-02-03,2.0936
2023-02-06,2.1749
2023-02-07,2.1834
2023-02-08,2.1949
2023-02-09,2.1987
2023-02-10,2.2022
2023-02-13,2.2026
2023-02-14,2.1953
2023-02-15,2.1814
2023-02-16,2.1616
2023-02-17,2.1593
2023-02-20,2.2247
2023-02-21,2.2228
2023-02-22,2.2506
2023-02-23,2.2713
2023-02-24,2.2771
2023-02-27,2.322
2023-02-28,2.3309
2023-03-01,2.329
2023-03-02,2.343
2023-03-03,2.3378
2023-03-06,2.3603
2023-03-07,2.3522
2023-03-08,2.3419
2023-03-09,2.3613
2023-03-10,2.3829
2023-03-13,2.2255
2023-03-14,2.1501
2023-03-15,2.1176
